"year","station_id","monthly_msl"
1980,"South Beach, OR","-0.049"
1980,"South Beach, OR","-0.032"
1980,"Lewisetta,VA","-0.027"
1980,"Lewisetta,VA","-0.101"
1980,"Clearwater Beach, FL","-0.031"
1980,"Pulaski, GA","-0.064"
1980,"Clearwater Beach, FL","-0.060"
1980,"Seavy Island, ME","-0.091"
1980,"Dauphin Island, AL","-0.091"
1980,"Clearwater Beach, FL","0.046"
1980,"Seavy Island, ME","-0.092"
1980,"Seavy Island, ME","-0.097"
1980,"Waveland, MS","-0.047"
1980,"Rockport, TX","-0.179"
1980,"Lewisetta,VA","-0.110"
1980,"San Diego, CA","-0.065"
1980,"Rockport, TX","-0.246"
1980,"Lewisetta,VA","-0.136"
1980,"Rockport, TX","-0.277"
1980,"South Beach, OR","-0.014"
1980,"Rockport, TX","-0.258"
1980,"San Diego, CA","-0.012"
1980,"Pulaski, GA","0.025"
1980,"Pulaski, GA","-0.133"
1980,"Seavy Island, ME","-0.069"
1980,"Pulaski, GA","-0.045"
1980,"Waveland, MS","-0.039"
1980,"Pulaski, GA","-0.023"
1980,"Waveland, MS","0.032"
1980,"San Diego, CA","-0.043"
1980,"Seavy Island, ME","-0.073"
1980,"San Diego, CA","0.019"
1980,"South Beach, OR","0.004"
1980,"San Diego, CA","-0.056"
1980,"South Beach, OR","-0.036"
1980,"Rockport, TX","-0.062"
1980,"Pulaski, GA","-0.047"
1980,"Dauphin Island, AL","-0.063"
1980,"Seavy Island, ME","-0.075"
1980,"Lewisetta,VA","-0.006"
1980,"Dauphin Island, AL","-0.025"
1980,"Seavy Island, ME","-0.087"
1980,"Seavy Island, ME","-0.037"
1980,"Dauphin Island, AL","0.044"
1980,"Honolulu, HI","0.012"
1980,"Seavy Island, ME","-0.098"
1980,"San Diego, CA","-0.009"
1980,"Rockport, TX","-0.143"
1980,"South Beach, OR","0.074"
1980,"Rockport, TX","-0.274"
1980,"Dauphin Island, AL","-0.017"
1980,"Dauphin Island, AL","-0.049"
1980,"Honolulu, HI","0.081"
1980,"Dauphin Island, AL","-0.175"
1980,"Waveland, MS","-0.084"
1980,"Clearwater Beach, FL","-0.034"
1980,"Rockport, TX","-0.144"
1980,"Clearwater Beach, FL","-0.055"
1980,"Waveland, MS","-0.250"
1980,"Pulaski, GA","-0.008"
1980,"Waveland, MS","-0.116"
1980,"South Beach, OR","-0.047"
1980,"South Beach, OR","0.016"
1980,"Honolulu, HI","0.068"
1980,"Honolulu, HI","0.022"
1980,"Lewisetta,VA","-0.152"
1981,"Honolulu, HI","0.093"
1981,"Waveland, MS","-0.043"
1981,"San Diego, CA","-0.050"
1981,"South Beach, OR","-0.074"
1981,"Rockport, TX","-0.106"
1981,"Pulaski, GA","-0.099"
1981,"Waveland, MS","-0.137"
1981,"Waveland, MS","-0.106"
1981,"Lewisetta,VA","-0.098"
1981,"San Diego, CA","-0.046"
1981,"Pulaski, GA","-0.086"
1981,"Pulaski, GA","-0.073"
1981,"Lewisetta,VA","-0.064"
1981,"Waveland, MS","-0.065"
1981,"Pulaski, GA","-0.176"
1981,"Clearwater Beach, FL","-0.078"
1981,"Rockport, TX","-0.240"
1981,"Honolulu, HI","0.016"
1981,"South Beach, OR","0.025"
1981,"Clearwater Beach, FL","-0.058"
1981,"Honolulu, HI","0.076"
1981,"Lewisetta,VA","-0.141"
1981,"Rockport, TX","-0.172"
1981,"Lewisetta,VA","-0.129"
1981,"Honolulu, HI","0.011"
1981,"Dauphin Island, AL","-0.105"
1981,"Seavy Island, ME","-0.131"
1981,"Lewisetta,VA","-0.161"
1981,"South Beach, OR","-0.066"
1981,"Rockport, TX","-0.250"
1981,"Clearwater Beach, FL","-0.030"
1981,"Waveland, MS","-0.130"
1981,"San Diego, CA","-0.009"
1981,"Dauphin Island, AL","-0.064"
1981,"San Diego, CA","-0.016"
1981,"San Diego, CA","0.009"
1981,"Lewisetta,VA","-0.032"
1981,"Pulaski, GA","-0.117"
1981,"South Beach, OR","-0.039"
1981,"Rockport, TX","-0.222"
1981,"Seavy Island, ME","-0.016"
1981,"San Diego, CA","-0.062"
1981,"Rockport, TX","-0.158"
1981,"Seavy Island, ME","-0.006"
1981,"Seavy Island, ME","0.009"
1981,"Rockport, TX","-0.167"
1981,"Clearwater Beach, FL","-0.024"
1981,"Pulaski, GA","-0.158"
1981,"Waveland, MS","-0.050"
1981,"Dauphin Island, AL","-0.014"
1981,"Pulaski, GA","-0.004"
1981,"South Beach, OR","0.027"
1981,"Honolulu, HI","0.098"
1981,"Honolulu, HI","0.040"
1981,"Seavy Island, ME","-0.137"
1981,"San Diego, CA","-0.030"
1981,"Pulaski, GA","-0.077"
1981,"Pulaski, GA","-0.041"
1981,"Honolulu, HI","0.009"
1981,"Honolulu, HI","0.026"
1981,"Seavy Island, ME","-0.151"
1981,"San Diego, CA","-0.020"
1981,"Waveland, MS","-0.041"
1981,"Seavy Island, ME","-0.067"
1981,"Pulaski, GA","-0.018"
1981,"San Diego, CA","-0.043"
1981,"Honolulu, HI","0.086"
1981,"Waveland, MS","-0.052"
1981,"South Beach, OR","0.090"
1981,"Pulaski, GA","-0.119"
1981,"South Beach, OR","-0.058"
1981,"Rockport, TX","-0.288"
1981,"Lewisetta,VA","-0.040"
1981,"Lewisetta,VA","-0.093"
1981,"Seavy Island, ME","-0.111"
1981,"Clearwater Beach, FL","-0.067"
1981,"Rockport, TX","-0.153"
1981,"Honolulu, HI","0.126"
1981,"Lewisetta,VA","-0.049"
1981,"Waveland, MS","-0.079"
1981,"Seavy Island, ME","-0.027"
1981,"Waveland, MS","-0.189"
1981,"Seavy Island, ME","-0.066"
1981,"Clearwater Beach, FL","-0.111"
1981,"South Beach, OR","-0.029"
1981,"Clearwater Beach, FL","-0.088"
1981,"San Diego, CA","-0.073"
1981,"Clearwater Beach, FL","-0.056"
1981,"Honolulu, HI","0.058"
1981,"Lewisetta,VA","-0.201"
1981,"South Beach, OR","-0.045"
1981,"Rockport, TX","-0.211"
1981,"Clearwater Beach, FL","-0.054"
1981,"San Diego, CA","0.014"
1981,"Clearwater Beach, FL","-0.063"
1981,"Lewisetta,VA","-0.107"
1981,"Lewisetta,VA","-0.132"
1981,"Clearwater Beach, FL","-0.043"
1981,"South Beach, OR","0.031"
1981,"Seavy Island, ME","-0.070"
1981,"San Diego, CA","-0.054"
1981,"Waveland, MS","-0.045"
1981,"South Beach, OR","-0.042"
1981,"Honolulu, HI","0.036"
1981,"Rockport, TX","-0.234"
1982,"Waveland, MS","0.150"
1982,"Rockport, TX","-0.263"
1982,"Rockport, TX","-0.264"
1982,"South Beach, OR","-0.019"
1982,"Clearwater Beach, FL","-0.036"
1982,"Dauphin Island, AL","-0.002"
1982,"Pulaski, GA","-0.108"
1982,"Waveland, MS","-0.082"
1982,"Honolulu, HI","-0.054"
1982,"South Beach, OR","0.022"
1982,"Rockport, TX","-0.142"
1982,"Seavy Island, ME","-0.159"
1982,"Lewisetta,VA","-0.019"
1982,"Clearwater Beach, FL","-0.035"
1982,"Rockport, TX","-0.131"
1982,"Pulaski, GA","0.039"
1982,"Clearwater Beach, FL","-0.066"
1982,"Dauphin Island, AL","-0.028"
1982,"San Diego, CA","0.068"
1982,"Lewisetta,VA","0.048"
1982,"Clearwater Beach, FL","-0.082"
1982,"Pulaski, GA","-0.042"
1982,"Clearwater Beach, FL","-0.006"
1982,"South Beach, OR","0.051"
1982,"Rockport, TX","-0.253"
1982,"Pulaski, GA","0.055"
1982,"Honolulu, HI","-0.038"
1982,"Lewisetta,VA","0.027"
1982,"Rockport, TX","-0.075"
1982,"Pulaski, GA","-0.093"
1982,"Seavy Island, ME","-0.147"
1982,"Waveland, MS","-0.027"
1982,"South Beach, OR","0.131"
1982,"Dauphin Island, AL","-0.050"
1982,"Waveland, MS","-0.095"
1982,"Pulaski, GA","-0.004"
1982,"South Beach, OR","-0.090"
1982,"San Diego, CA","-0.081"
1982,"Rockport, TX","-0.285"
1982,"San Diego, CA","-0.029"
1982,"South Beach, OR","0.147"
1982,"Dauphin Island, AL","-0.005"
1982,"Waveland, MS","-0.119"
1982,"Honolulu, HI","-0.018"
1982,"Honolulu, HI","0.018"
1982,"Pulaski, GA","-0.168"
1982,"South Beach, OR","-0.039"
1982,"San Diego, CA","0.133"
1982,"Seavy Island, ME","-0.149"
1982,"Dauphin Island, AL","0.131"
1982,"Clearwater Beach, FL","-0.079"
1982,"South Beach, OR","-0.120"
1982,"Lewisetta,VA","-0.058"
1982,"Waveland, MS","-0.106"
1982,"San Diego, CA","0.012"
1982,"Seavy Island, ME","-0.020"
1982,"South Beach, OR","-0.011"
1982,"San Diego, CA","0.066"
1982,"Honolulu, HI","-0.015"
1982,"Dauphin Island, AL","-0.083"
1982,"Dauphin Island, AL","-0.044"
1982,"Pulaski, GA","-0.075"
1982,"Seavy Island, ME","-0.018"
1982,"Seavy Island, ME","-0.082"
1982,"South Beach, OR","-0.008"
1982,"Rockport, TX","-0.201"
1982,"Clearwater Beach, FL","-0.037"
1982,"Seavy Island, ME","-0.076"
1982,"Dauphin Island, AL","-0.092"
1982,"Honolulu, HI","-0.061"
1982,"San Diego, CA","0.091"
1982,"Clearwater Beach, FL","-0.086"
1982,"San Diego, CA","-0.055"
1982,"Lewisetta,VA","-0.078"
1982,"San Diego, CA","0.008"
1982,"Lewisetta,VA","-0.073"
1982,"Waveland, MS","-0.009"
1982,"Honolulu, HI","0.008"
1982,"San Diego, CA","-0.052"
1982,"Waveland, MS","-0.123"
1982,"Seavy Island, ME","-0.109"
1982,"Dauphin Island, AL","-0.062"
1982,"Seavy Island, ME","-0.138"
1982,"San Diego, CA","0.000"
1982,"Waveland, MS","-0.072"
1982,"Pulaski, GA","-0.082"
1982,"Rockport, TX","-0.181"
1982,"Rockport, TX","-0.184"
1982,"Honolulu, HI","-0.063"
1982,"Clearwater Beach, FL","0.062"
1982,"Waveland, MS","-0.058"
1982,"Dauphin Island, AL","-0.088"
1982,"Lewisetta,VA","-0.143"
1982,"Clearwater Beach, FL","-0.034"
1982,"Rockport, TX","-0.191"
1982,"Pulaski, GA","-0.020"
1982,"Lewisetta,VA","-0.064"
1982,"Lewisetta,VA","-0.007"
1982,"Lewisetta,VA","-0.204"
1982,"Pulaski, GA","-0.090"
1982,"Honolulu, HI","-0.048"
1982,"Rockport, TX","-0.155"
1982,"Seavy Island, ME","-0.064"
1982,"Pulaski, GA","-0.033"
1982,"Waveland, MS","-0.041"
1982,"Seavy Island, ME","-0.094"
1982,"Honolulu, HI","-0.014"
1982,"Seavy Island, ME","-0.107"
1982,"San Diego, CA","-0.036"
1982,"Dauphin Island, AL","-0.022"
1982,"South Beach, OR","0.074"
1982,"Dauphin Island, AL","-0.076"
1982,"Honolulu, HI","-0.011"
1983,"San Diego, CA","0.091"
1983,"Honolulu, HI","-0.093"
1983,"Waveland, MS","0.066"
1983,"Lewisetta,VA","0.000"
1983,"Pulaski, GA","-0.059"
1983,"South Beach, OR","0.044"
1983,"Waveland, MS","-0.085"
1983,"Honolulu, HI","0.033"
1983,"Rockport, TX","-0.096"
1983,"Waveland, MS","0.048"
1983,"Clearwater Beach, FL","-0.056"
1983,"Clearwater Beach, FL","-0.007"
1983,"Lewisetta,VA","-0.027"
1983,"Clearwater Beach, FL","-0.013"
1983,"San Diego, CA","0.098"
1983,"Dauphin Island, AL","0.042"
1983,"Pulaski, GA","0.049"
1983,"San Diego, CA","0.154"
1983,"Honolulu, HI","-0.006"
1983,"Lewisetta,VA","0.016"
1983,"Seavy Island, ME","-0.081"
1983,"Waveland, MS","-0.025"
1983,"San Diego, CA","0.104"
1983,"Honolulu, HI","0.052"
1983,"San Diego, CA","-0.019"
1983,"South Beach, OR","0.243"
1983,"Waveland, MS","-0.005"
1983,"Seavy Island, ME","0.007"
1983,"Dauphin Island, AL","-0.076"
1983,"Rockport, TX","-0.079"
1983,"Waveland, MS","-0.027"
1983,"San Diego, CA","0.122"
1983,"Clearwater Beach, FL","-0.034"
1983,"Clearwater Beach, FL","-0.052"
1983,"Seavy Island, ME","0.085"
1983,"Pulaski, GA","0.038"
1983,"Pulaski, GA","-0.011"
1983,"Honolulu, HI","-0.050"
1983,"Seavy Island, ME","0.040"
1983,"Clearwater Beach, FL","0.069"
1983,"Pulaski, GA","0.161"
1983,"Dauphin Island, AL","0.054"
1983,"Rockport, TX","-0.144"
1983,"Lewisetta,VA","-0.022"
1983,"San Diego, CA","0.047"
1983,"Lewisetta,VA","-0.007"
1983,"San Diego, CA","0.069"
1983,"Seavy Island, ME","0.006"
1983,"San Diego, CA","0.061"
1983,"Lewisetta,VA","0.106"
1983,"Waveland, MS","0.009"
1983,"Waveland, MS","0.096"
1983,"Honolulu, HI","0.001"
1983,"Seavy Island, ME","0.065"
1983,"Honolulu, HI","-0.005"
1983,"Pulaski, GA","0.007"
1983,"Seavy Island, ME","-0.082"
1983,"Honolulu, HI","-0.012"
1983,"Pulaski, GA","0.116"
1983,"South Beach, OR","0.071"
1983,"Seavy Island, ME","-0.057"
1983,"Clearwater Beach, FL","0.038"
1983,"San Diego, CA","0.099"
1983,"Dauphin Island, AL","0.015"
1983,"Waveland, MS","-0.019"
1983,"Pulaski, GA","0.081"
1983,"South Beach, OR","0.281"
1983,"Pulaski, GA","-0.084"
1983,"Honolulu, HI","-0.096"
1983,"Dauphin Island, AL","0.066"
1983,"Seavy Island, ME","-0.061"
1983,"South Beach, OR","0.006"
1983,"Honolulu, HI","-0.048"
1983,"Dauphin Island, AL","0.038"
1983,"Honolulu, HI","0.028"
1983,"Rockport, TX","-0.066"
1983,"Rockport, TX","-0.098"
1983,"South Beach, OR","0.214"
1983,"South Beach, OR","0.100"
1983,"Clearwater Beach, FL","-0.088"
1983,"Rockport, TX","-0.191"
1983,"Waveland, MS","0.069"
1983,"Rockport, TX","-0.112"
1983,"Seavy Island, ME","-0.027"
1983,"Seavy Island, ME","0.027"
1983,"Pulaski, GA","-0.079"
1983,"Clearwater Beach, FL","0.043"
1983,"Dauphin Island, AL","0.089"
1983,"Rockport, TX","-0.106"
1983,"Dauphin Island, AL","-0.013"
1983,"Dauphin Island, AL","0.029"
1983,"Rockport, TX","-0.219"
1983,"Dauphin Island, AL","-0.040"
1983,"Dauphin Island, AL","0.067"
1983,"Dauphin Island, AL","0.000"
1983,"San Diego, CA","0.037"
1983,"South Beach, OR","0.037"
1983,"Lewisetta,VA","0.028"
1983,"Lewisetta,VA","-0.058"
1983,"Lewisetta,VA","0.052"
1983,"Lewisetta,VA","-0.011"
1983,"South Beach, OR","0.065"
1983,"Pulaski, GA","-0.031"
1983,"Clearwater Beach, FL","-0.064"
1983,"Pulaski, GA","-0.041"
1983,"Rockport, TX","-0.115"
1983,"Clearwater Beach, FL","-0.049"
1983,"Clearwater Beach, FL","0.049"
1983,"Waveland, MS","0.003"
1983,"South Beach, OR","0.041"
1983,"Rockport, TX","-0.155"
1983,"Lewisetta,VA","0.112"
1983,"San Diego, CA","0.023"
1983,"South Beach, OR","0.010"
1983,"Seavy Island, ME","-0.015"
1983,"Honolulu, HI","0.004"
1983,"South Beach, OR","0.211"
1983,"Rockport, TX","-0.111"
1984,"Clearwater Beach, FL","-0.046"
1984,"Dauphin Island, AL","-0.010"
1984,"Honolulu, HI","0.059"
1984,"Honolulu, HI","0.068"
1984,"Seavy Island, ME","-0.074"
1984,"Pulaski, GA","0.001"
1984,"Seavy Island, ME","-0.082"
1984,"Rockport, TX","-0.128"
1984,"San Diego, CA","0.005"
1984,"Lewisetta,VA","-0.082"
1984,"Honolulu, HI","0.043"
1984,"San Diego, CA","-0.008"
1984,"South Beach, OR","0.014"
1984,"Rockport, TX","0.001"
1984,"Dauphin Island, AL","-0.052"
1984,"Clearwater Beach, FL","0.004"
1984,"Seavy Island, ME","-0.060"
1984,"Honolulu, HI","-0.028"
1984,"Pulaski, GA","0.031"
1984,"Rockport, TX","-0.268"
1984,"South Beach, OR","-0.049"
1984,"Waveland, MS","-0.016"
1984,"San Diego, CA","0.052"
1984,"Honolulu, HI","0.022"
1984,"Rockport, TX","-0.131"
1984,"Waveland, MS","0.036"
1984,"Pulaski, GA","0.012"
1984,"Dauphin Island, AL","0.057"
1984,"Lewisetta,VA","0.048"
1984,"Seavy Island, ME","-0.110"
1984,"Rockport, TX","-0.138"
1984,"Waveland, MS","-0.002"
1984,"Dauphin Island, AL","0.033"
1984,"Lewisetta,VA","0.024"
1984,"Clearwater Beach, FL","-0.012"
1984,"Seavy Island, ME","-0.115"
1984,"South Beach, OR","0.007"
1984,"Rockport, TX","-0.103"
1984,"South Beach, OR","-0.065"
1984,"Rockport, TX","-0.208"
1984,"San Diego, CA","-0.042"
1984,"Lewisetta,VA","-0.079"
1984,"Rockport, TX","-0.088"
1984,"Honolulu, HI","0.099"
1984,"Dauphin Island, AL","0.005"
1984,"San Diego, CA","0.089"
1984,"San Diego, CA","0.048"
1984,"South Beach, OR","0.033"
1984,"Rockport, TX","-0.255"
1984,"Waveland, MS","-0.043"
1984,"Clearwater Beach, FL","-0.036"
1984,"South Beach, OR","-0.013"
1984,"South Beach, OR","-0.005"
1984,"Clearwater Beach, FL","-0.015"
1984,"Waveland, MS","-0.015"
1984,"Rockport, TX","-0.199"
1984,"Honolulu, HI","-0.071"
1984,"Lewisetta,VA","0.020"
1984,"San Diego, CA","0.043"
1984,"Pulaski, GA","-0.047"
1984,"Seavy Island, ME","-0.058"
1984,"Waveland, MS","0.030"
1984,"Clearwater Beach, FL","-0.021"
1984,"Rockport, TX","-0.136"
1984,"Waveland, MS","0.080"
1984,"Dauphin Island, AL","0.014"
1984,"San Diego, CA","-0.007"
1984,"Dauphin Island, AL","-0.039"
1984,"Clearwater Beach, FL","-0.071"
1984,"Pulaski, GA","-0.082"
1984,"Pulaski, GA","-0.025"
1984,"Waveland, MS","-0.095"
1984,"Lewisetta,VA","0.025"
1984,"San Diego, CA","-0.016"
1984,"South Beach, OR","-0.139"
1984,"South Beach, OR","0.001"
1984,"Pulaski, GA","-0.105"
1984,"Lewisetta,VA","0.141"
1984,"Pulaski, GA","0.066"
1984,"Lewisetta,VA","-0.043"
1984,"Rockport, TX","-0.173"
1984,"South Beach, OR","0.180"
1984,"South Beach, OR","-0.035"
1984,"San Diego, CA","0.009"
1984,"San Diego, CA","0.031"
1984,"Pulaski, GA","-0.041"
1984,"Clearwater Beach, FL","-0.001"
1984,"Lewisetta,VA","0.017"
1984,"Pulaski, GA","-0.099"
1984,"Seavy Island, ME","-0.118"
1984,"Clearwater Beach, FL","0.032"
1984,"Pulaski, GA","-0.106"
1984,"Honolulu, HI","0.090"
1984,"Honolulu, HI","-0.034"
1984,"Honolulu, HI","0.052"
1984,"Waveland, MS","-0.094"
1984,"Seavy Island, ME","-0.090"
1984,"Seavy Island, ME","-0.070"
1984,"Clearwater Beach, FL","-0.040"
1984,"Dauphin Island, AL","-0.045"
1984,"Lewisetta,VA","-0.032"
1984,"Lewisetta,VA","-0.016"
1984,"Seavy Island, ME","-0.063"
1984,"Pulaski, GA","0.073"
1984,"Seavy Island, ME","0.010"
1984,"Waveland, MS","-0.071"
1984,"San Diego, CA","0.041"
1984,"Lewisetta,VA","-0.030"
1984,"Dauphin Island, AL","-0.036"
1984,"Honolulu, HI","-0.027"
1984,"Waveland, MS","-0.024"
1984,"Seavy Island, ME","-0.094"
1985,"Rockport, TX","-0.149"
1985,"San Diego, CA","-0.011"
1985,"Clearwater Beach, FL","-0.033"
1985,"Dauphin Island, AL","-0.093"
1985,"South Beach, OR","-0.151"
1985,"Lewisetta,VA","-0.033"
1985,"Waveland, MS","0.028"
1985,"San Diego, CA","0.005"
1985,"Pulaski, GA","0.007"
1985,"Honolulu, HI","-0.033"
1985,"Seavy Island, ME","-0.078"
1985,"San Diego, CA","-0.022"
1985,"Dauphin Island, AL","-0.022"
1985,"Lewisetta,VA","-0.082"
1985,"Dauphin Island, AL","-0.051"
1985,"South Beach, OR","-0.104"
1985,"Seavy Island, ME","-0.097"
1985,"Honolulu, HI","0.005"
1985,"Lewisetta,VA","-0.037"
1985,"South Beach, OR","-0.229"
1985,"Waveland, MS","-0.079"
1985,"Seavy Island, ME","-0.058"
1985,"Lewisetta,VA","-0.076"
1985,"Honolulu, HI","0.097"
1985,"San Diego, CA","-0.006"
1985,"Dauphin Island, AL","-0.009"
1985,"Clearwater Beach, FL","-0.058"
1985,"South Beach, OR","0.003"
1985,"South Beach, OR","0.004"
1985,"Dauphin Island, AL","-0.032"
1985,"San Diego, CA","-0.046"
1985,"Pulaski, GA","-0.038"
1985,"South Beach, OR","-0.076"
1985,"Honolulu, HI","0.046"
1985,"Rockport, TX","-0.100"
1985,"Honolulu, HI","-0.020"
1985,"Honolulu, HI","-0.003"
1985,"Waveland, MS","0.146"
1985,"Pulaski, GA","-0.025"
1985,"Pulaski, GA","0.006"
1985,"Waveland, MS","-0.042"
1985,"San Diego, CA","-0.030"
1985,"Honolulu, HI","-0.032"
1985,"Dauphin Island, AL","-0.044"
1985,"Lewisetta,VA","-0.034"
1985,"South Beach, OR","-0.129"
1985,"Dauphin Island, AL","0.066"
1985,"Waveland, MS","-0.059"
1985,"Dauphin Island, AL","0.045"
1985,"Seavy Island, ME","-0.082"
1985,"Pulaski, GA","-0.087"
1985,"Clearwater Beach, FL","0.040"
1985,"Lewisetta,VA","-0.032"
1985,"Seavy Island, ME","-0.027"
1985,"Seavy Island, ME","-0.119"
1985,"Rockport, TX","-0.195"
1985,"Waveland, MS","-0.023"
1985,"Clearwater Beach, FL","-0.049"
1985,"Waveland, MS","-0.086"
1985,"South Beach, OR","-0.040"
1985,"Dauphin Island, AL","-0.043"
1985,"Lewisetta,VA","-0.074"
1985,"Honolulu, HI","0.009"
1985,"San Diego, CA","-0.021"
1985,"Waveland, MS","-0.093"
1985,"Clearwater Beach, FL","-0.052"
1985,"San Diego, CA","-0.061"
1985,"Pulaski, GA","0.095"
1985,"Pulaski, GA","-0.002"
1985,"Seavy Island, ME","-0.030"
1985,"San Diego, CA","-0.037"
1985,"Lewisetta,VA","0.135"
1985,"Pulaski, GA","-0.090"
1985,"Lewisetta,VA","-0.101"
1985,"Honolulu, HI","-0.078"
1985,"Clearwater Beach, FL","0.037"
1985,"Pulaski, GA","-0.037"
1985,"Clearwater Beach, FL","0.069"
1985,"Rockport, TX","-0.159"
1985,"Dauphin Island, AL","-0.067"
1985,"South Beach, OR","-0.037"
1985,"San Diego, CA","-0.050"
1985,"Waveland, MS","0.013"
1985,"Clearwater Beach, FL","0.021"
1985,"Rockport, TX","-0.196"
1985,"Lewisetta,VA","-0.068"
1985,"Dauphin Island, AL","0.106"
1985,"South Beach, OR","-0.023"
1985,"South Beach, OR","-0.045"
1985,"Clearwater Beach, FL","-0.037"
1985,"Clearwater Beach, FL","-0.034"
1985,"Waveland, MS","-0.144"
1985,"Seavy Island, ME","-0.036"
1985,"Clearwater Beach, FL","-0.064"
1985,"San Diego, CA","-0.015"
1985,"Waveland, MS","0.073"
1985,"Clearwater Beach, FL","-0.029"
1985,"Seavy Island, ME","-0.024"
1985,"Pulaski, GA","0.072"
1985,"Honolulu, HI","-0.022"
1985,"Rockport, TX","-0.127"
1985,"Lewisetta,VA","-0.102"
1985,"Pulaski, GA","-0.073"
1985,"Lewisetta,VA","-0.040"
1985,"Rockport, TX","-0.224"
1985,"Seavy Island, ME","-0.093"
1985,"South Beach, OR","-0.152"
1985,"Rockport, TX","-0.118"
1985,"Waveland, MS","0.009"
1985,"Rockport, TX","-0.094"
1985,"Pulaski, GA","-0.112"
1985,"Honolulu, HI","0.079"
1985,"Seavy Island, ME","-0.034"
1985,"Rockport, TX","-0.131"
1985,"Dauphin Island, AL","-0.023"
1986,"Seavy Island, ME","-0.031"
1986,"Waveland, MS","-0.078"
1986,"South Beach, OR","-0.043"
1986,"Rockport, TX","-0.140"
1986,"San Diego, CA","0.002"
1986,"San Diego, CA","-0.014"
1986,"South Beach, OR","0.000"
1986,"San Diego, CA","0.000"
1986,"South Beach, OR","-0.022"
1986,"Rockport, TX","-0.191"
1986,"Waveland, MS","-0.073"
1986,"Seavy Island, ME","-0.097"
1986,"Honolulu, HI","-0.078"
1986,"Waveland, MS","-0.111"
1986,"Pulaski, GA","-0.097"
1986,"Waveland, MS","0.030"
1986,"Seavy Island, ME","-0.063"
1986,"Waveland, MS","-0.061"
1986,"Honolulu, HI","-0.083"
1986,"Waveland, MS","0.049"
1986,"Honolulu, HI","-0.056"
1986,"San Diego, CA","-0.033"
1986,"Rockport, TX","-0.060"
1986,"Clearwater Beach, FL","0.006"
1986,"Clearwater Beach, FL","-0.040"
1986,"Rockport, TX","-0.229"
1986,"Pulaski, GA","-0.074"
1986,"San Diego, CA","-0.029"
1986,"San Diego, CA","-0.045"
1986,"Honolulu, HI","-0.103"
1986,"Rockport, TX","-0.124"
1986,"Lewisetta,VA","0.006"
1986,"Lewisetta,VA","0.045"
1986,"Pulaski, GA","0.010"
1986,"Honolulu, HI","-0.020"
1986,"Dauphin Island, AL","0.010"
1986,"Clearwater Beach, FL","0.018"
1986,"Pulaski, GA","0.053"
1986,"Dauphin Island, AL","0.048"
1986,"Dauphin Island, AL","0.029"
1986,"Dauphin Island, AL","-0.051"
1986,"Dauphin Island, AL","0.030"
1986,"Honolulu, HI","-0.025"
1986,"Waveland, MS","-0.119"
1986,"Clearwater Beach, FL","0.002"
1986,"Clearwater Beach, FL","0.017"
1986,"South Beach, OR","-0.013"
1986,"Pulaski, GA","-0.015"
1986,"Lewisetta,VA","-0.118"
1986,"Honolulu, HI","-0.076"
1986,"Clearwater Beach, FL","-0.039"
1986,"Waveland, MS","0.003"
1986,"Rockport, TX","-0.080"
1986,"Lewisetta,VA","-0.133"
